563	629.000000000000
683	581.000000000000
539	808.999999999999
461.000000000000	904.999999999999
557	959
563	1091.00000000000
569	1205.00000000000
587	1379.00000000000
587	1571.00000000000
599	1811.00000000000
599	1949.00000000000
611	2081
617	2237
623	2453
665	2777
971.000000000000	2933
1217.00000000000	2945
1487.00000000000	2909
1751.00000000000	2903
2009.00000000000	2897
2201.00000000000	2897
2387.00000000000	2879
2579.00000000000	2861
2771.00000000000	2903
3035.00000000000	2603
3053.00000000000	2195
3059.00000000000	1751.00000000000
3071.00000000000	1403.00000000000
3071.00000000000	1043.00000000000
3065.00000000000	635.000000000000
2693.00000000000	533.000000000000
1955.00000000000	527.000000000000
