2063.00000000000	1487.00000000000
2165.00000000000	1481.00000000000
2303.00000000000	1493.00000000000
2429.00000000000	1505.00000000000
2561.00000000000	1505.00000000000
2681.00000000000	1505.00000000000
2681.00000000000	1631
2555.00000000000	1631
2429.00000000000	1625
2297.00000000000	1619.00000000000
2177.00000000000	1619.00000000000
2051.00000000000	1613.00000000000
2051.00000000000	1733
2165.00000000000	1745.00000000000
2291.00000000000	1745.00000000000
2423.00000000000	1757.00000000000
2549.00000000000	1763.00000000000
2681.00000000000	1763.00000000000
2681.00000000000	1889.00000000000
2537.00000000000	1883.00000000000
2417.00000000000	1871.00000000000
2291.00000000000	1865.00000000000
2165.00000000000	1859.00000000000
2045.00000000000	1859.00000000000
2045.00000000000	1979
2159.00000000000	1991
2291.00000000000	1997
2411.00000000000	2009
2543.00000000000	2003
2681.00000000000	2015
2663.00000000000	2147
2537.00000000000	2141
