2063.00000000000	1385.00000000000
2183.00000000000	1379.00000000000
2303.00000000000	1391.00000000000
2441.00000000000	1397.00000000000
2573.00000000000	1397.00000000000
2705.00000000000	1403.00000000000
2699.00000000000	1523.00000000000
2567.00000000000	1529.00000000000
2435.00000000000	1517.00000000000
2309.00000000000	1511.00000000000
2183.00000000000	1505.00000000000
2063.00000000000	1505.00000000000
2051.00000000000	1631
2177.00000000000	1637
2303.00000000000	1637
2429.00000000000	1649.00000000000
2561.00000000000	1649.00000000000
2693.00000000000	1655.00000000000
2693.00000000000	1781.00000000000
2555.00000000000	1769.00000000000
2423.00000000000	1769.00000000000
2303.00000000000	1769.00000000000
2171.00000000000	1751.00000000000
2057.00000000000	1751.00000000000
2045.00000000000	1871.00000000000
2171.00000000000	1883.00000000000
2297.00000000000	1889.00000000000
2423.00000000000	1889.00000000000
2549.00000000000	1901.00000000000
2681.00000000000	1913
2681.00000000000	2039.00000000000
2543.00000000000	2021.00000000000
