389.000000000000	683.000000000000
287.000000000000	743.000000000000
293.000000000000	899.000000000000
323.000000000000	1025.00000000000
329.000000000000	1097.00000000000
317.000000000000	1229.00000000000
317.000000000000	1361.00000000000
329.000000000000	1499.00000000000
323.000000000000	1697.00000000000
341.000000000000	1925.00000000000
353.000000000000	2135
359.000000000000	2297
353.000000000000	2501
347.000000000000	2663
371.000000000000	2891
515	2981
749.000000000000	3005
953.000000000000	3005
1205.00000000000	3017
1481.00000000000	2999
1757.00000000000	3005
2219.00000000000	2999
2591.00000000000	2975
2753.00000000000	2807
2771.00000000000	2543
2759.00000000000	2369
2777.00000000000	2147
2765.00000000000	1823
2783.00000000000	1601.00000000000
2783.00000000000	1325.00000000000
2771.00000000000	779.000000000000
1565.00000000000	641.000000000000
